,budget,company,country,director,genre,gross,name,rating,star,year
6213,40000000,Bluegrass Films,USA,Seth MacFarlane,Comedy,43139300,A Million Ways to Die in the West,R,Seth MacFarlane,2014
6214,65000000,Aldamisa Entertainment,USA,Frank Miller,Crime,13757804,Sin City: A Dame to Kill For,R,Mickey Rourke,2014
6215,70000000,Universal Pictures,USA,Gary Shore,Action,56280355,Dracula Untold,PG-13,Luke Evans,2014
6216,65000000,3 Arts Entertainment,USA,Angelina Jolie,Biography,115637895,Unbroken,PG-13,Jack O'Connell,2014
6217,95000000,Beijing Skywheel Entertainment Co.,USA,Sergei Bodrov,Action,17223265,Seventh Son,PG-13,Ben Barnes,2014
6218,1000000,Bazelevs Production,USA,Levan Gabriadze,Drama,31537320,Unfriended,R,Heather Sossaman,2014
6219,48000000,EuropaCorp,France,Olivier Megaton,Action,89256424,B˙squeda implacable 3,PG-13,Liam Neeson,2014
6220,40000000,Gulfstream Pictures,USA,Frank Coraci,Comedy,46294610,Blended,PG-13,Adam Sandler,2014
6221,26000000,DiNovi Pictures,USA,Michael Hoffman,Drama,26761283,The Best of Me,PG-13,James Marsden,2014
6222,4000000,IFC Productions,USA,Richard Linklater,Drama,25379975,Boyhood,R,Ellar Coltrane,2014
6223,65000000,Marcy Media,USA,Will Gluck,Comedy,85911262,Annie,PG,QuvenzhanÈ Wallis,2014
6224,40000000,Columbia Pictures,USA,Jake Kasdan,Comedy,38543473,Sex Tape,R,Jason Segel,2014
6225,20000000,Ghoulardi Film Company,USA,Paul Thomas Anderson,Comedy,8110975,Inherent Vice,R,Joaquin Phoenix,2014
6226,1000000,Fewlas Entertainment,USA,Leigh Janiak,Horror,9168,Honeymoon,R,Rose Leslie,2014
6227,60000000,Paramount Pictures,USA,Kenneth Branagh,Action,50577412,Jack Ryan: Shadow Recruit,PG-13,Chris Pine,2014
6228,15000000,Bob Industries,USA,Jean-Marc VallÈe,Adventure,37880356,Wild,R,Reese Witherspoon,2014
6229,3000000,SModcast Pictures,USA,Kevin Smith,Comedy,1821983,Tusk,R,Justin Long,2014
6230,66000000,DreamWorks,USA,Scott Waugh,Action,43577636,Need for Speed,PG-13,Aaron Paul,2014
6231,50000000,Reel FX Creative Studios,USA,Jorge R. GutiÈrrez,Animation,50151543,The Book of Life,PG,Diego Luna,2014
6232,18000000,Good Universe,USA,Nicholas Stoller,Comedy,150157400,Neighbors,R,Seth Rogen,2014
6233,100000000,Metro-Goldwyn-Mayer (MGM),USA,JosÈ Padilha,Action,58607007,RoboCop,PG-13,Joel Kinnaman,2014
6234,127000000,Twentieth Century Fox Film Corporation,UK,Shawn Levy,Adventure,113746621,Night at the Museum: Secret of the Tomb,PG,Ben Stiller,2014
6235,12600000,Big Screen Productions,USA,MichaÎl R. Roskam,Crime,10724389,The Drop,R,Tom Hardy,2014
6236,11000000,DiNovi Pictures,USA,R.J. Cutler,Drama,50474843,If I Stay,PG-13,ChloÎ Grace Moretz,2014
6237,145000000,DreamWorks Animation,USA,Dean DeBlois,Animation,177002924,How to Train Your Dragon 2,PG,Jay Baruchel,2014
6239,5000000,HanWay Films,USA,Adam Wingard,Mystery,322600,The Guest,R,Dan Stevens,2014
6240,125000000,Paramount Pictures,USA,Jonathan Liebesman,Action,191204754,Teenage Mutant Ninja Turtles,PG-13,Megan Fox,2014
6241,70000000,Summit Entertainment,USA,Renny Harlin,Action,18848538,The Legend of Hercules,PG-13,Kellan Lutz,2014
6242,30000000,Angry Films,USA,Mark Waters,Action,7791146,Vampire Academy,PG-13,Zoey Deutch,2014
6243,100000000,Alcon Entertainment,UK,Wally Pfister,Drama,23022309,Transcendence,PG-13,Johnny Depp,2014
6245,24000000,Annapurna Pictures,USA,Bennett Miller,Biography,12096300,Foxcatcher,R,Steve Carell,2014
6246,13000000,Chernin Entertainment,USA,Theodore Melfi,Comedy,44134898,St. Vincent,PG-13,Bill Murray,2014
6247,14000000,Open Road Films,Belgium,Erik Van Looy,Mystery,5981749,El penthouse,R,Karl Urban,2014
6248,25000000,Paramount Pictures,USA,Rupert Wyatt,Crime,33631221,The Gambler,R,Mark Wahlberg,2014
6249,8000000,Treehouse Pictures,USA,Tom Gormican,Comedy,26049082,That Awkward Moment,R,Zac Efron,2014
6250,10000000,The Weinstein Company,USA,Tim Burton,Biography,14479776,Big Eyes,PG-13,Amy Adams,2014
6251,9000000,Universal Pictures,France,James DeMonaco,Action,71962800,12 horas para sobrevivir,R,Frank Grillo,2014
6252,50000000,StudioCanal,UK,Jaume Collet-Serra,Action,92168600,Non-Stop,PG-13,Liam Neeson,2014
6253,50000000,Broken Road Productions,USA,Steven Quale,Action,47602194,Into the Storm,PG-13,Richard Armitage,2014
6254,50000000,Warner Bros.,USA,David Dobkin,Crime,47119388,The Judge,R,Robert Downey Jr.,2014
6255,35000000,Universal Pictures,USA,Bobby Farrelly,Adventure,86208010,Dumb and Dumber To,PG-13,Jim Carrey,2014
6257,5000000,Legendary Entertainment,USA,John Erick Dowdle,Horror,21197315,"As Above, So Below",R,Perdita Weeks,2014
6258,17000000,Genre Films,USA,Luke Greenfield,Comedy,82390774,Let's Be Cops,R,Jake Johnson,2014
6259,42000000,BenderSpink,USA,Sean Anders,Comedy,54445357,Horrible Bosses 2,R,Jason Bateman,2014
6260,20000000,Before The Door Pictures,USA,J.C. Chandor,Crime,5740310,A Most Violent Year,R,Oscar Isaac,2014
6261,19800000,21 Laps Entertainment,USA,Shawn Levy,Comedy,34290142,This Is Where I Leave You,R,Jason Bateman,2014
6262,30000000,Screen Gems,USA,Scott Derrickson,Horror,30577122,Deliver Us from Evil,R,Eric Bana,2014
6263,60000000,Village Roadshow Pictures,USA,Akiva Goldsman,Drama,22451,Winter's Tale,PG-13,Colin Farrell,2014
6264,22000000,Scott Free Productions,UK,Rowan Joffe,Drama,2963012,Before I Go to Sleep,R,Nicole Kidman,2014
6265,20000000,Bluegrass Films,USA,Shana Feste,Drama,23393765,Endless Love,PG-13,Gabriella Wilde,2014
6266,16800000,Gravier Productions,USA,Woody Allen,Comedy,10506939,Magic in the Moonlight,PG-13,Colin Firth,2014
6267,30000000,2929 Productions,Czech Republic,Susanne Bier,Drama,176305,Serena,R,Bradley Cooper,2014
6268,28000000,EuropaCorp,USA,McG,Action,30697999,3 Days to Kill,PG-13,Kevin Costner,2014
6269,22000000,Amblin Entertainment,USA,Lasse Hallstrˆm,Comedy,54240821,The Hundred-Foot Journey,PG,Helen Mirren,2014
6270,28000000,1984 Private Defense Contractors,USA,Scott Frank,Crime,26307600,A Walk Among the Tombstones,R,Liam Neeson,2014
6273,5000000,Lutzus-Brown,USA,Richard Glatzer,Drama,18754371,Still Alice,PG-13,Julianne Moore,2014
6274,70000000,Columbia Pictures,USA,George Clooney,Drama,78031620,The Monuments Men,PG-13,George Clooney,2014
6277,4000000,Automatik Entertainment,USA,William Eubank,Sci-Fi,600896,The Signal,PG-13,Brenton Thwaites,2014
6278,55000000,StudioCanal,UK,Paul King,Animation,76223578,Paddington,PG,Hugh Bonneville,2014
6279,7000000,Cinelou Films,USA,Daniel Barnz,Drama,1873547,Cake,R,Jennifer Aniston,2014
6280,4500000,Pt. Merantau Films,Indonesia,Gareth Evans,Action,2625803,The Raid 2,R,Iko Uwais,2014
6281,5000000,Universal Pictures,Japan,Stiles White,Horror,50856010,Ouija,PG-13,Olivia Cooke,2014
6282,65000000,Hopscotch Features,USA,Stuart Beattie,Action,19075290,"I, Frankenstein",PG-13,Aaron Eckhart,2014
6283,20000000,PathÈ,UK,Ava DuVernay,Biography,52076908,Selma,PG-13,David Oyelowo,2014
6287,16000000,EuropaCorp,USA,Tommy Lee Jones,Drama,2428883,The Homesman,R,Tommy Lee Jones,2014
6288,19000000,Gail Katz Productions,USA,Edward Zwick,Biography,2436062,Pawn Sacrifice,PG-13,Tobey Maguire,2014
6290,16000000,Stoney Lake Entertainment,USA,Vic Armstrong,Action,13998282,Left Behind,PG-13,Nicolas Cage,2014
6293,15000000,Lionsgate,UK,Anton Corbijn,Crime,17237244,A Most Wanted Man,R,Philip Seymour Hoffman,2014
6299,10000000,River Road Entertainment,USA,Bill Pohlad,Biography,12547189,Love & Mercy,PG-13,John Cusack,2014
6300,132000000,DreamWorks Animation,USA,Eric Darnell,Animation,83348920,Penguins of Madagascar,PG,Tom McGrath,2014
6302,35000000,Open Road Films (II),USA,David Ayer,Action,10508518,Sabotage,R,Arnold Schwarzenegger,2014
6303,15000000,Prospero Pictures,Canada,David Cronenberg,Comedy,347648,Mapa a las estrellas,R,Julianne Moore,2014
6304,5000000,Sierra / Affinity,USA,Michael Cuesta,Biography,2450846,Kill the Messenger,R,Jeremy Renner,2014
6305,25000000,Summit Entertainment,USA,Ivan Reitman,Drama,28831145,Draft Day,PG-13,Kevin Costner,2014
6307,100000,Duplass Brothers Productions,USA,Charlie McDowell,Drama,511635,The One I Love,R,Mark Duplass,2014
6308,16000000,Paramount Pictures,USA,Jason Reitman,Comedy,461162,"Men, Women & Children",R,Kaitlyn Dever,2014
6309,10000000,Scott Rudin Productions,USA,Noah Baumbach,Comedy,7574066,While We're Young,R,Ben Stiller,2014
6311,2000000,Pure Flix Productions,USA,Harold Cronk,Drama,60755732,God's Not Dead,PG,Shane Harper,2014
6312,45000000,Offspring Entertainment,USA,Trish Sie,Drama,14904384,Step Up All In,PG-13,Ryan Guzman,2014
6313,145000000,Bullwinkle Studios,USA,Rob Minkoff,Animation,111506430,Mr. Peabody & Sherman,PG,Ty Burrell,2014
6315,28000000,EuropaCorp,France,Camille Delamarre,Action,20285518,Fortaleza prohibida,PG-13,Paul Walker,2014
6316,6000000,Warner Bros. Digital Distribution,USA,Rob Thomas,Crime,3319109,Veronica Mars,PG-13,Kristen Bell,2014
6318,28000000,Walt Disney Pictures,USA,Miguel Arteta,Comedy,66954149,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",PG,Steve Carell,2014
6319,22500000,Fear of God Films,Australia,Russell Crowe,Drama,4190530,Promesa de Vida,R,Russell Crowe,2014
6320,15000000,Relativity Media,USA,Roger Donaldson,Action,24984868,The November Man,R,Pierce Brosnan,2014
6322,2000000,Bold Films,USA,Ryan Gosling,Drama,43282,Lost River,R,Christina Hendricks,2014
6323,42000000,Gulfstream Pictures,Canada,Peter Lepeniotis,Animation,64251541,Locos por las nueces,PG,Will Arnett,2014
6324,17000000,Chapter 2,France,Andrea Di Stefano,Crime,106869,Escobar,R,Benicio Del Toro,2014
6327,5000000,Codeblack Entertainment,USA,Bille Woodruff,Drama,17382982,Addicted,R,Sharon Leal,2014
6328,103000000,Twentieth Century Fox Animation,USA,Carlos Saldanha,Animation,131538435,Rio 2,G,Jesse Eisenberg,2014
6329,40000000,Four Seasons Partnership,USA,Clint Eastwood,Biography,47034272,Jersey Boys,R,John Lloyd Young,2014
6330,6000000,Worldview Entertainment,USA,Zach Braff,Comedy,3588432,Wish I Was Here,R,Zach Braff,2014
6332,20000000,Gary Sanchez Productions,USA,Ben Falcone,Comedy,84525432,Tammy,R,Melissa McCarthy,2014
6334,500000,Camfam Studios,USA,Darren Doane,Comedy,2783970,Saving Christmas,PG,Kirk Cameron,2014
6336,25000000,Cube Vision,USA,Tim Story,Action,134938200,Ride Along,PG-13,Ice Cube,2014
6338,5000000,Anonymous Content,USA,Lynn Shelton,Comedy,440338,Laggies,R,Keira Knightley,2014
6339,60000000,Laika Entertainment,USA,Graham Annable,Animation,50837305,The Boxtrolls,PG,Ben Kingsley,2014
6340,2400000,Abbolita Productions,USA,Jeff Baena,Comedy,80315,Life After Beth,R,Aubrey Plaza,2014
6341,7000000,Black Entertainment Television (BET),USA,Gina Prince-Bythewood,Drama,14618727,Beyond the Lights,PG-13,Gugu Mbatha-Raw,2014
6344,12000000,IAC Films,USA,Chris Rock,Comedy,25277561,Top Five,R,Chris Rock,2014
6347,20000000,Alcon Entertainment,Kenya,Philippe Falardeau,Drama,2716989,Una buena mentira,PG-13,Reese Witherspoon,2014
6349,25000000,Walt Disney Pictures,USA,Craig Gillespie,Biography,36447959,Million Dollar Arm,PG,Jon Hamm,2014
6350,1000000,GNK Productions,USA,Peter Sattler,Drama,9837,Camp X-Ray,R,Kristen Stewart,2014
6352,18000000,ASIG Productions,USA,Rob Reiner,Comedy,15155772,And So It Goes,PG-13,Michael Douglas,2014
6355,8500000,Porchlight Films,Australia,David MichÙd,Action,1109199,The Rover,R,Guy Pearce,2014
6356,5000000,Affirm Films,USA,Andrew Erwin,Comedy,10429707,Moms' Night Out,PG,Sarah Drew,2014
6358,24000000,LStar Capital,USA,Tim Story,Comedy,65182182,Think Like a Man Too,PG-13,Kevin Hart,2014
6359,12500000,Screen Gems,USA,Steve Pink,Comedy,48637684,About Last Night,R,Kevin Hart,2014
6360,1000000,Rook Films,UK,Peter Strickland,Drama,32630,The Duke of Burgundy,UNRATED,Sidse Babett Knudsen,2014
6361,5000000,Gordon Bijelonic / Datari Turner Films,USA,John Stockwell,Biography,5565,Kid Cannabis,NOT RATED,Jonathan Daniel Brown,2014
6362,15000000,Alliance Films,UK,Tom Harper,Drama,26496583,The Woman in Black 2: Angel of Death,PG-13,Helen McCrory,2014
6363,5000000,Unified Pictures,USA,William H. Macy,Comedy,37440,Rudderless,R,Billy Crudup,2014
6364,50000000,Walt Disney Pictures,USA,James Bobin,Adventure,51183113,Muppets Most Wanted,PG,Ricky Gervais,2014
6365,13000000,Relativity Media,USA,Dave Green,Adventure,38916903,Earth to Echo,PG,Teo Halm,2014
6367,13200000,Screen Gems,USA,Sam Miller,Crime,52543632,No Good Deed,PG-13,Taraji P. Henson,2014
6368,15000000,Affirm Films,USA,Thomas Carter,Drama,30127963,When the Game Stands Tall,PG,Jim Caviezel,2014
6370,4000000,RADiUS-TWC,USA,Daniel Stamm,Horror,9134,13 Sins,R,Mark Webber,2014
6371,12000000,TriStar Pictures,USA,Randall Wallace,Biography,91443253,Heaven Is for Real,PG,Greg Kinnear,2014
6373,5000000,Occupant Entertainment,UK,Geoff Moore,Comedy,72273,Better Living Through Chemistry,NOT RATED,Sam Rockwell,2014
6374,4000000,Baby Way Productions,USA,Michael Tiddes,Comedy,17329486,A Haunted House 2,R,Marlon Wayans,2014
6375,6000000,WhiteFlame Productions,USA,Andrew Fleming,Comedy,11766,Barefoot,PG-13,Evan Rachel Wood,2014
6376,3000000,Unison Films,USA,Ned Benson,Drama,585640,The Disappearance of Eleanor Rigby: Them,R,James McAvoy,2014
6377,200000,Exclusive Media Group,USA,John Pogue,Horror,8496112,The Quiet Ones,PG-13,Jared Harris,2014
6378,1000000,Park Pictures,USA,John Slattery,Crime,104401,God's Pocket,R,Philip Seymour Hoffman,2014
6380,245000000,Lucasfilm,USA,J.J. Abrams,Action,936662225,Star Wars: The Force Awakens,PG-13,Daisy Ridley,2015
6381,150000000,Warner Bros. Pictures,Australia,George Miller,Action,153636354,Mad Max: Fury Road,R,Tom Hardy,2015
6382,44000000,Visiona Romantica,USA,Quentin Tarantino,Crime,54117416,The Hateful Eight,R,Samuel L. Jackson,2015
6383,110000000,Village Roadshow Pictures,USA,Brad Peyton,Action,155190832,San Andreas,PG-13,Dwayne Johnson,2015
6384,30000000,Black Label Media,USA,Denis Villeneuve,Action,46889293,Sicario,R,Emily Blunt,2015
6385,40000000,Focus Features,USA,Sam Taylor-Johnson,Drama,166167230,Fifty Shades of Grey,R,Dakota Johnson,2015
6386,155000000,Paramount Pictures,USA,Alan Taylor,Action,89760956,Terminator Genisys,PG-13,Arnold Schwarzenegger,2015
6387,135000000,Regency Enterprises,Hong Kong,Alejandro Gonz·lez IÒ·rritu,Adventure,183637894,Revenant: El Renacido,R,Leonardo DiCaprio,2015
6388,108000000,Twentieth Century Fox Film Corporation,UK,Ridley Scott,Adventure,228433663,The Martian,PG-13,Matt Damon,2015
6389,61000000,Gotham Group,USA,Wes Ball,Action,81670090,Maze Runner: The Scorch Trials,PG-13,Dylan O'Brien,2015
6390,245000000,B24,UK,Sam Mendes,Action,200074175,Spectre,PG-13,Daniel Craig,2015
6391,150000000,Universal Pictures,USA,Colin Trevorrow,Action,652270625,Jurassic World,PG-13,Chris Pratt,2015
6392,3500000,Parts and Labor,USA,Robert Eggers,Horror,25138292,The Witch,R,Anya Taylor-Joy,2015
6393,13000000,Element Pictures,Ireland,Lenny Abrahamson,Drama,14677654,La habitaciÛn,R,Brie Larson,2015
6394,95000000,Allison Shearmur Productions,USA,Kenneth Branagh,Drama,201151353,Cinderella,PG,Lily James,2015
6395,28000000,Plan B Entertainment,USA,Adam McKay,Biography,70259870,The Big Short,R,Christian Bale,2015
6396,30000000,Cross Creek Pictures,UK,Brian Helgeland,Biography,1872994,Legend,R,Tom Hardy,2015
6397,65000000,Twentieth Century Fox Film Corporation,USA,Paul Feig,Action,110825712,Spy,R,Melissa McCarthy,2015
6398,250000000,Marvel Studios,USA,Joss Whedon,Action,459005868,Avengers: Age of Ultron,PG-13,Robert Downey Jr.,2015
6399,190000000,Walt Disney Pictures,USA,Brad Bird,Action,93436322,Tomorrowland,PG,George Clooney,2015
6400,75000000,Warner Bros.,USA,Guy Ritchie,Action,45445109,The Man from U.N.C.L.E.,PG-13,Henry Cavill,2015
6401,15000000,Working Title Films,UK,Tom Hooper,Biography,12706393,The Danish Girl,R,Eddie Redmayne,2015
6402,175000000,Pixar Animation Studios,USA,Pete Docter,Animation,356461711,Inside Out,PG,Amy Poehler,2015
6403,176000000,Warner Bros.,USA,Lana Wachowski,Action,47387723,Jupiter Ascending,PG-13,Channing Tatum,2015
6404,2500000,Black Bear Pictures,USA,Eli Roth,Drama,36336,Knock Knock,R,Keanu Reeves,2015
6405,20000000,Participant Media,USA,Tom McCarthy,Crime,45055776,Spotlight,R,Mark Ruffalo,2015
6406,11800000,The Weinstein Company,UK,Todd Haynes,Drama,12711491,Carol,R,Cate Blanchett,2015
6407,150000000,Paramount Pictures,China,Christopher McQuarrie,Action,195042377,MisiÛn: imposible 5 - NaciÛn secreta,PG-13,Tom Cruise,2015
6408,190000000,Universal Pictures,USA,James Wan,Action,353007020,Furious 7,PG-13,Vin Diesel,2015
6410,29000000,Brownstone Productions (II),USA,Elizabeth Banks,Comedy,184296230,Pitch Perfect 2,PG-13,Anna Kendrick,2015
6411,20000000,3 Arts Entertainment,USA,John Wells,Comedy,13650738,Burnt,R,Bradley Cooper,2015
6412,55000000,Working Title Films,UK,Baltasar Korm·kur,Action,43482270,Everest,PG-13,Jason Clarke,2015
6413,130000000,Gary Sanchez Productions,USA,Peyton Reed,Action,180202163,Ant-Man,PG-13,Paul Rudd,2015
6414,28000000,Universal Pictures,USA,F. Gary Gray,Biography,161197785,Straight Outta Compton,R,O'Shea Jackson Jr.,2015
6415,160000000,Color Force,USA,Francis Lawrence,Action,281723902,The Hunger Games: Mockingjay - Part 2,PG-13,Jennifer Lawrence,2015
6416,5000000,Blinding Edge Pictures,USA,M. Night Shyamalan,Horror,65206105,The Visit,PG-13,Olivia DeJonge,2015
6417,25000000,Lakeshore Entertainment,USA,Lee Toland Krieger,Drama,42478175,The Age of Adaline,PG-13,Blake Lively,2015
6418,53000000,Cross Creek Pictures,USA,Scott Cooper,Biography,62575678,Black Mass,R,Johnny Depp,2015
6419,55000000,Double Dare You (DDY),USA,Guillermo del Toro,Drama,31056945,Crimson Peak,R,Mia Wasikowska,2015
6420,30000000,Escape Artists,Hong Kong,Antoine Fuqua,Drama,52421953,Revancha,R,Jake Gyllenhaal,2015
6423,35000000,Metro-Goldwyn-Mayer (MGM),USA,Ryan Coogler,Drama,109767581,Creed,PG-13,Michael B. Jordan,2015
6424,110000000,Summit Entertainment,USA,Robert Schwentke,Action,130179072,Insurgent,PG-13,Shailene Woodley,2015
6425,35000000,Twentieth Century Fox Film Corporation,USA,Aleksander Bach,Action,22464430,Hitman: Agent 47,R,Rupert Friend,2015
6426,8500000,CBS Films,USA,Ari Sandel,Comedy,34017854,The DUFF,PG-13,Mae Whitman,2015
6427,35000000,Universal Pictures,Japan,Judd Apatow,Comedy,110212700,Esta chica es un desastre,R,Amy Schumer,2015
6428,5000000,Blumhouse Productions,USA,Joel Edgerton,Drama,43771291,The Gift,R,Jason Bateman,2015
6429,105000000,Alcon Entertainment,China,Ericson Core,Action,28782481,Punto de quiebre,PG-13,Edgar RamÌrez,2015
6430,80000000,Columbia Pictures,USA,Genndy Tartakovsky,Animation,169700110,Hotel Transylvania 2,PG,Adam Sandler,2015
6431,50000000,Paramount Pictures,USA,Sean Anders,Comedy,150357137,Daddy's Home,PG-13,Will Ferrell,2015
6433,40000000,DreamWorks,USA,Steven Spielberg,Drama,72313754,Bridge of Spies,PG-13,Tom Hanks,2015
6434,30000000,Universal Pictures,UK,Danny Boyle,Biography,17750583,Steve Jobs,R,Michael Fassbender,2015
6435,31000000,BenderSpink,USA,John Francis Daley,Adventure,58884188,Vacation,R,Ed Helms,2015
6436,90000000,Summit Entertainment,USA,Breck Eisner,Action,27367660,The Last Witch Hunter,PG-13,Vin Diesel,2015
6437,120000000,Twentieth Century Fox Film Corporation,USA,Josh Trank,Action,56117548,Fantastic Four,PG-13,Miles Teller,2015
6438,50100000,Kramer & Sigman Films,USA,Glenn Ficarra,Comedy,53862963,Focus,R,Will Smith,2015
6439,35000000,Waverly Films,USA,Nancy Meyers,Comedy,75764672,The Intern,PG-13,Robert De Niro,2015
6440,49000000,Columbia Pictures,South Africa,Neill Blomkamp,Action,31569268,Chappie,R,Sharlto Copley,2015
6441,11000000,Wildgaze Films,UK,John Crowley,Drama,38317535,Brooklyn,PG-13,Saoirse Ronan,2015
6442,74000000,Illumination Entertainment,USA,Kyle Balda,Animation,336045770,Minions,PG,Sandra Bullock,2015
6443,37000000,Columbia Pictures,USA,Cameron Crowe,Comedy,20991497,Aloha,PG-13,Bradley Cooper,2015
6444,10000000,Black Label Media,USA,Jean-Marc VallÈe,Comedy,1978592,Demolition,R,Jake Gyllenhaal,2015
6445,14800000,Warner Bros.,USA,Gregory Jacobs,Comedy,66013057,Magic Mike XXL,R,Channing Tatum,2015
6446,5000000,Broad Green Pictures,USA,Jeremy Saulnier,Crime,3219029,Green Room,R,Anton Yelchin,2015
6447,34000000,Fox 2000 Pictures,USA,George Tillman Jr.,Drama,37432299,The Longest Ride,PG-13,Scott Eastwood,2015
6448,100000000,Warner Bros.,USA,Ron Howard,Action,25020758,In the Heart of the Sea,PG-13,Chris Hemsworth,2015
6449,60000000,Fox 2000 Pictures,USA,David O. Russell,Biography,56451232,Joy,PG-13,Jennifer Lawrence,2015
6450,88000000,Columbia Pictures,USA,Chris Columbus,Action,78747585,Pixels,PG-13,Adam Sandler,2015
6451,12000000,Fox 2000 Pictures,USA,Jake Schreier,Drama,32000304,Paper Towns,PG-13,Nat Wolff,2015
6452,35000000,"Cantillon Company, The",UK,Peter Landesman,Biography,34531832,Concussion,PG-13,Will Smith,2015
6453,40000000,Gary Sanchez Productions,USA,Etan Cohen,Comedy,90411453,Get Hard,R,Will Ferrell,2015
6454,68000000,Universal Pictures,USA,Seth MacFarlane,Comedy,81476385,Ted 2,R,Mark Wahlberg,2015
6455,2000000,Caviar,USA,Marielle Heller,Drama,1477002,The Diary of a Teenage Girl,R,Bel Powley,2015
6456,58000000,Columbia Pictures,USA,Rob Letterman,Adventure,80080379,Goosebumps,PG,Jack Black,2015
6457,2000000,Bazelevs Production,Russia,Ilya Naishuller,Action,9244565,Hardcore: MisiÛn extrema,R,Sharlto Copley,2015
6459,15000000,Broken Road Productions,USA,Christopher Landon,Action,3635292,Scouts Guide to the Zombie Apocalypse,R,Tye Sheridan,2015
6460,50000000,Worldview Entertainment,Czech Republic,Daniel Espinosa,Crime,1206135,Crimenes ocultos,R,Tom Hardy,2015
6461,150000000,Warner Bros.,USA,Joe Wright,Adventure,35088320,Pan,PG,Levi Miller,2015
6462,15000000,See-Saw Films,UK,Justin Kurzel,Drama,1108247,Macbeth,R,Michael Fassbender,2015
6464,10000000,Gramercy Pictures (I),Canada,Leigh Whannell,Horror,52218558,La noche del demonio: Capitulo 3,PG-13,Dermot Mulroney,2015
6466,16200000,Bold Films,USA,John Erick Dowdle,Action,27285953,No Escape,R,Lake Bell,2015
6467,26000000,Endgame Entertainment,USA,Tarsem Singh,Action,12276810,Self/less,PG-13,Ryan Reynolds,2015
6468,8000000,Amasia Entertainment,USA,Paco Cabezas,Action,25369,Mr. Right,R,Anna Kendrick,2015
6471,19500000,IM Global,USA,Billy Ray,Crime,20180155,Secret in Their Eyes,PG-13,Chiwetel Ejiofor,2015
6472,25000000,Columbia Pictures,USA,Jonathan Levine,Adventure,43035725,The Night Before,R,Joseph Gordon-Levitt,2015
6473,200000000,Pixar Animation Studios,USA,Peter Sohn,Animation,123087120,The Good Dinosaur,PG,Jeffrey Wright,2015
6475,135000000,DreamWorks Animation,USA,Tim Johnson,Animation,177397510,Home,PG,Jim Parsons,2015
6476,35000000,Sony Pictures Entertainment (SPE),USA,Robert Zemeckis,Adventure,10137502,The Walk,PG,Joseph Gordon-Levitt,2015
6477,40000000,Davis Entertainment,USA,Paul McGuigan,Drama,5775076,Victor Frankenstein,PG-13,Daniel Radcliffe,2015
6479,15000000,Legendary Entertainment,USA,Michael Dougherty,Comedy,42592530,Krampus,PG-13,Adam Scott,2015
6480,8000000,Indian Paintbrush,USA,Alfonso Gomez-Rejon,Comedy,6743776,Me and Earl and the Dying Girl,PG-13,Thomas Mann,2015
6482,25000000,1821 Pictures,USA,Gavin O'Connor,Action,1512815,Jane Got a Gun,R,Natalie Portman,2015
6483,25000000,EuropaCorp,France,Camille Delamarre,Action,16027866,El transportador recargado,PG-13,Ed Skrein,2015
6484,30000000,Warner Bros.,USA,Doug Ellin,Comedy,32361416,Entourage,R,Adrian Grenier,2015
6485,7000000,Forest Whitaker's Significant Productions,USA,Rick Famuyiwa,Comedy,17474107,Dope,R,Shameik Moore,2015
6486,50000000,Warner Bros.,USA,Jaume Collet-Serra,Action,26442251,Run All Night,R,Liam Neeson,2015
6490,10000000,Universal Pictures,France,Angelina Jolie,Drama,531009,Frente al mar,R,Brad Pitt,2015
6491,13000000,Raindog Films,UK,Gavin Hood,Drama,18700837,Eye in the Sky,R,Helen Mirren,2015
6492,16000000,Freedom Media,USA,Drake Doremus,Drama,32095,Equals,PG-13,Nicholas Hoult,2015
6493,23000000,LStar Capital,USA,Jeremy Garelick,Comedy,64460211,The Wedding Ringer,R,Kevin Hart,2015
6495,2000000,StudioCanal,UK,Max Joseph,Drama,3590010,We Are Your Friends,R,Zac Efron,2015
6496,6000000,"Princess Grace Foundation, The",USA,Cary Fukunaga,Drama,83861,Beasts of No Nation,NOT RATED,Abraham Attah,2015
6497,30000000,Little Stranger,USA,Jason Moore,Comedy,87044645,Sisters,R,Amy Poehler,2015
6499,28000000,PalmStar Media,USA,Nima Nourizadeh,Action,14434604,American Ultra,R,Jesse Eisenberg,2015
6500,11000000,Origin Pictures,UK,Simon Curtis,Biography,33305037,Woman in Gold,PG-13,Helen Mirren,2015
6502,8000000,Harmonius Claptrap,USA,Duke Johnson,Animation,3442820,Anomalisa,R,David Thewlis,2015
6503,12000000,Insurge Pictures,USA,Dean Israelite,Sci-Fi,22331028,Project Almanac,PG-13,Amy Landecker,2015
6504,11000000,Gravier Productions,USA,Woody Allen,Comedy,4027764,Irrational Man,R,Joaquin Phoenix,2015
6505,40000000,StudioCanal,USA,Pierre Morel,Action,10640645,The Gunman,R,Sean Penn,2015
6506,4000000,Universal Pictures,USA,Rob Cohen,Mystery,35385560,The Boy Next Door,R,Jennifer Lopez,2015
6508,60000000,OddLot Entertainment,UK,David Koepp,Action,7605668,Mortdecai,R,Johnny Depp,2015
6509,15000000,Bleecker Street Films,USA,Jay Roach,Biography,7857741,Trumbo,R,Bryan Cranston,2015
